Time,CSF,Plasma
0,-0.09664,-0.013598668
1,0.9086101352311198,-0.0006428410719814348
2,1.9107870660556603,0.002581965602907894
3,2.9092682851373612,0.004649538956029774
4,3.903992742182515,0.006573889821415033
5,4.894965740702416,0.00847496511489276
6,5.882200384355513,0.01036697437558865
7,6.865710652223819,0.012251621924970679
8,7.845510580032177,0.014129133053662696
9,37.730621986559214,0.04820957331034929
10,67.52841213186791,0.10229554103424794
11,97.21420130240043,0.15855965638260663
12,126.78856575389311,0.21489423143675385
13,156.25194207987118,0.2710507004587808
14,185.6047489738781,0.3270003662095841
15,214.84740163500865,0.3827405318148064
16,243.98031347676468,0.43827157274607786
17,273.0038963343048,0.4935942252234183
18,301.9185604940855,0.5487092655349346
19,330.7247147024781,0.6036174721209574
20,359.4227661718808,0.6583196210995835
21,388.0131205865132,0.7128164857471709
22,416.496182108157,0.7671088364465312
23,444.87235338186866,0.821197440690401
24,473.10405653969013,0.8750963571469037
25,472.3229556980801,0.900552707796733
26,471.546559003972,0.9022525985576537
27,470.77329914664017,0.9011478546708216
28,470.00298103159406,0.899716344237073
29,469.23557188747816,0.8982510960072354
30,468.4710581768189,0.896786746780286
31,467.70942867330405,0.8953273744647747
32,466.9886512882831,0.8938603228693807
33,495.17732528555075,0.920693010323151
34,523.2584599319548,0.9710380536145876
35,551.2340052442951,1.0239867874702264
36,579.1045403668189,1.0770670898699959
37,606.8704810080882,1.1299872544146368
38,634.5322222447428,1.1827134414784417
39,662.0901554152404,1.2352423058595745
40,689.5446701226787,1.287574106347747
41,716.8961544765202,1.33970952550684
42,744.1449951260123,1.3916492935722142
43,771.2915772689578,1.443394143979683
44,798.3362846575484,1.494944808115252
45,825.2794996038392,1.5463020147032982
46,852.1216029851557,1.5974664897432942
47,878.8629742494835,1.6484389565113726
48,905.5039914208209,1.6992201355695176
49,903.1176885406993,1.7255140600387602
50,900.7160621929518,1.7245705798134585
51,898.32373464772,1.7204190473876866
52,895.9404604905396,1.7159033526554908
53,893.566180691674,1.71135977335645
54,891.2008583775439,1.7068280224044627
55,888.8444594076605,1.7023127394194468
56,886.4969500771201,1.6978144162614357
57,913.0852506897576,1.7177975084247203
58,939.5981087486815,1.7646959028382532
59,966.0112330293521,1.8146123780983276
60,992.3252069933072,1.8647192798725678
61,1018.54042746781,1.9146828173774155
62,1044.6572679773715,1.9644641370063631
63,1070.6760980649437,2.014059263887102
64,1096.5972855815728,2.0634683457918417
65,1122.4211969617631,2.112692015743195
66,1148.148197260604,2.1617309618424434
67,1173.778650162719,2.2105858764034734
68,1199.3129179878442,2.2592574499456886
69,1224.7513616960107,2.3077463704921755
70,1250.0943408926505,2.356053323495268
71,1275.342213833678,2.404178991836294
72,1300.4953374305605,2.4521240558340347
73,1296.6186571915716,2.479074467312629
74,1292.7324978324846,2.4757026113502074
75,1288.861264895796,2.468766413036702
76,1285.0046678024921,2.461433337274797
77,1281.16262363216,2.4540778941537464
78,1277.3350742064927,2.4467442827609553
79,1273.5219644558183,2.4394376380010687
80,1269.7612412437284,2.432122799258949
81,1294.9378245824428,2.446093652452675
82,1320.0177079666303,2.489875825223832
83,1345.0032101008694,2.5370255629610625
84,1369.8949164821595,2.5844160591971375
85,1394.6932064596576,2.6316781098171016
86,1419.3984338384626,2.6787686393701513
87,1444.0109482432943,2.725683140161557
88,1468.5310976494475,2.772421663553161
89,1492.9592286864445,2.8189847978952685
90,1517.2956866782708,2.8653731928605777
91,1541.5408156524352,2.9115875031971976
92,1565.694958345322,2.9576283820847187
93,1589.758456207101,3.0034964803565822
94,1613.7316494065626,3.049192446416243
95,1637.6148768359155,3.0947169262353142
96,1661.370463726468,3.1401172446004137
97,1656.1057886229949,3.1675217498371877
98,1650.8634193860282,3.161910357018238
99,1645.6411163656837,3.1524277050188525
100,1640.4385489389508,3.142520485195641
101,1635.2556125037022,3.1325961981376165
102,1630.0922294354798,3.1227029122343373
103,1624.9483255465373,3.112846187769604
104,1619.8618385215107,3.102981045418231
105,1643.724806084051,3.1113426688991908
106,1667.4958009079808,3.1522626800585924
107,1691.1773024875943,3.1968833927267295
108,1714.7698990904223,3.2417924831932976
109,1738.2739542087613,3.286586949482058
110,1761.6898036486039,3.3312196882668914
111,1785.0177788427125,3.375685684873316
112,1808.2582096119002,3.419984900200907
113,1831.411424495696,3.464117881512084
114,1854.4777507955491,3.508085243345018
115,1877.4575145840129,3.5518876061309888
116,1900.3510407098954,3.5955255889426465
117,1923.1586528029136,3.638999808644091
118,1945.8806732782805,3.6823108797980364
119,1968.5174233412522,3.725459414662491
120,1991.0312013400055,3.7685019670429374
121,1984.522648273563,3.796446948787987
122,1978.0412843181232,3.788807186637762
123,1971.584683296991,3.77700025167344
124,1965.1524769874763,3.7647416158779934
125,1958.7445408594428,3.7524705377613814
126,1952.3607795087833,3.740238812039208
127,1946.001101280361,3.7280524102506276
128,1939.7034354729797,3.715857385663802
129,1962.3663223418318,3.719094582048742
130,1984.9415551173668,3.7573998066367107
131,2007.431760186606,3.799710076469011
132,2029.837528348153,3.8423522276896307
133,2052.1592086079463,3.8848923815914893
134,2074.397120328521,3.9272797551001997
135,2096.5515783230053,3.9695088703794985
136,2118.6228958268125,4.0115796056852995
137,2140.6113848529867,4.053492470743342
138,2162.517356238116,4.095248047993926
139,2184.3411196516377,4.136846926517484
140,2206.0829836007956,4.178289694227581
141,2227.7432554350626,4.219576936954907
142,2249.3222413505086,4.260709238346285
143,2270.8202463941157,4.301687179859967
144,2292.199544354338,4.3425757466614385
145,2284.554621006403,4.371014491829036
146,2276.9413479584,4.361521671182932
147,2269.3571286276892,4.347591339740399
148,2261.80156044162,4.333184519550225
149,2254.2745006644104,4.318769482223823
150,2246.775837648988,4.304401426738535
151,2239.3054637825253,4.290086700344298
152,2231.901300702905,4.275763163950426
153,2253.467829187245,4.274318834630969
154,2274.950648964616,4.310235267200083
155,2296.3525206197387,4.3504347844886615
156,2317.674037263525,4.3910059267642705
157,2338.9155346676052,4.431486607247743
158,2360.077317172262,4.471822681155021
159,2381.1596844074134,4.512008247518882
160,2402.1629344565404,4.552043109094428
161,2423.087364234574,4.591927741314991
162,2443.9332695362937,4.631662697297195
163,2464.7009450457313,4.671248537480269
164,2485.3906843409527,4.710685821311738
165,2506.0027798982915,4.7499751062711075
166,2526.5375230964796,4.789116947761339
167,2546.995204220774,4.828111899102937
168,2567.3761124670314,4.866960511540196
169,2558.71925047804,4.896016515405564
170,2550.0716543154085,4.884855976052873
171,2541.457034397058,4.868988342370699
172,2532.8749552848512,4.852618901892083
173,2524.325257432286,4.836244789744222
174,2515.8078143290577,4.819924593803074
175,2507.322503777996,4.803665037531373
176,2498.86920449664,4.787466711374757
177,2519.407681467097,4.781580417072869
178,2539.8925139454045,4.815289231013932
179,2560.3001236053433,4.853557448148522
180,2580.6311071314876,4.892236237299321
181,2600.8857883778887,4.9308354151695
182,2621.0644579814702,4.969297490675601
183,2641.1674017037394,5.007616143750791
184,2661.194903786198,5.04579110432669
185,2681.147247350723,5.083822816053154
186,2701.024714450441,5.1217118052039305
187,2720.8275860792564,5.159458606046295
188,2740.5561421764846,5.197063752021484
189,2760.2106616308847,5.234527774708289
190,2779.7914222846102,5.271851203707087
191,2799.298700937132,5.3090345666327465
192,2818.732773349048,5.346078389120577
193,2809.1274949443896,5.375552155004808
194,2799.5352014751766,5.36284629466491
195,2789.979465441977,5.3452066112244445
196,2780.4598226657445,5.327044302382474
197,2770.9760983969068,5.3088808328011075
198,2761.5281525676833,5.290777645177303
199,2752.115849662413,5.272741778153149
200,2742.7390551526832,5.254773837085098
201,2762.3625017489435,5.244974821390899
202,2781.9356007897222,5.27668872317019
203,2801.4348817745295,5.313195151758964
204,2820.8609433879146,5.3501454491727465
205,2840.214098446797,5.387025777888015
206,2859.4946250514263,5.423775827919714
207,2878.7027962914376,5.460388924492458
208,2897.838883762472,5.496864734339853
209,2916.9031579854395,5.533203672469288
210,2935.8958884594995,5.569406240678251
211,2954.8173436716584,5.60547294932961
212,2973.6677911012675,5.641404308106669
213,2992.4474972238727,5.6772008249261505
214,3011.156727515011,5.712863005815971
215,3029.795746453943,5.7483913549070875
216,3048.3648175272037,5.783786374439257
217,3037.893093811295,5.813641795402814
218,3027.4377526994303,5.7995241753109745
219,3017.0222406948933,5.780265599389387
220,3006.646067361792,5.760465378801713
221,2996.3090440614833,5.740667204956773
222,2986.011018340468,5.720935128631935
223,2975.7518425157086,5.701276476407854
224,2965.5313699576864,5.6816918672630345
225,2984.318871747221,5.668318304515101
226,3003.059037965488,5.698209713283684
227,3021.7284966184575,5.73310662373292
228,3040.3278482177943,5.768477821991245
229,3058.857395497221,5.803787860730139
230,3077.3174051038513,5.8389738546990655
231,3095.7081385506735,5.874028805071331
232,3114.029855880434,5.908952320844701
233,3132.2828161021826,5.943744790859656
234,3150.467277246133,5.978406694552882
235,3168.5834963733655,6.012938520448903
236,3186.63172958017,6.04734075652646
237,3204.612232001758,6.081613889085317
238,3222.525257815879,6.115758402618282
239,3240.371060246409,6.149774779802101
240,3258.1498915666593,6.183663501503064
